Nuclide,Isomeric,Z,Jp,DecayMode,BranchRatio,Ex_MeV,Q_MeV,Status,Hf_inequality,Hf,Hf_err_u,Hf_err_d,Hf_unit,Abundance_per,Abundance_err_per,Mass,Mass_err,IfSystematics,HalfLife_sec
71Br,,35,(5/2)-,EC,100.00,0,6.053,unstable,EQUAL,21.4,0.6,0.6,S,,,-56.502,0.005,,2.14E+01
72Br,,35,1+,EC,100.00,0,8.879,unstable,EQUAL,78.6,2.4,2.4,S,,,-59.067,0.006,,7.86E+01
72Br,M,35,(3-),IT,100.00,0.1008,0.101,unstable,EQUAL,10.6,0.3,0.3,S,,,-58.9662,0.006,,1.06E+01
72Br,M,35,(3-),EC,,0.1008,8.98,unstable,EQUAL,10.6,0.3,0.3,S,,,-58.9662,0.006,,1.06E+01
73Br,,35,1/2-,EC,100.00,0,4.589,unstable,EQUAL,3.4,0.2,0.2,M,,,-63.647,0.007,,2.04E+02
74Br,,35,(0-),EC,100.00,0,6.907,unstable,EQUAL,25.4,0.3,0.3,M,,,-65.285,0.006,,1.52E+03
74Br,M,35,4(+),EC,100.00,0.014,6.921,unstable,EQUAL,46,2,2,M,,,-65.271,0.006,,2.76E+03
75Br,,35,3/2-,EC,100.00,0,3.03,unstable,EQUAL,96.7,1.3,1.3,M,,,-69.107,0.004,,5.80E+03
76Br,,35,1-,EC,100.00,0,4.963,unstable,EQUAL,16.2,0.2,0.2,H,,,-70.288,0.009,,5.83E+04
76Br,M,35,(4)+,IT,>99.40,0.1026,0.103,unstable,EQUAL,1.31,0.02,0.02,S,,,-70.1854,0.009,,1.31E+00
76Br,M,35,(4)+,EC,<0.60,0.1026,5.066,unstable,EQUAL,1.31,0.02,0.02,S,,,-70.1854,0.009,,1.31E+00
77Br,,35,3/2-,EC,100.00,0,1.365,unstable,EQUAL,57.036,0.006,0.006,H,,,-73.234,0.002,,2.05E+05
77Br,M,35,9/2+,IT,100.00,0.1059,0.106,unstable,EQUAL,4.28,1e-15,1e-15,M,,,-73.1281,0.002,,2.57E+02
78Br,,35,1+,EC,#99.99,0,0.727,unstable,EQUAL,6.45,0.04,0.04,M,,,-73.452,0.003,,3.87E+02
78Br,,35,1+,B-,&0.01,0,0.727,unstable,EQUAL,6.45,0.04,0.04,M,,,-73.452,0.003,,3.87E+02
78Br,M,35,(4+),IT,100.00,0.1809,0.181,unstable,EQUAL,119.4,1,1,US,,,-73.2711,0.003,,1.19E-04
79Br,,35,3/2-,,,0,0,stable,,,,,,50.69,0.07,-76.068,0.001,,0.00E+00
79Br,M,35,9/2+,IT,100.00,0.2076,0.208,unstable,EQUAL,5.1,0.4,0.4,S,,,-75.8604,0.001,,5.10E+00
80Br,,35,1+,B-,91.70,0,2.003,unstable,EQUAL,17.68,0.02,0.02,M,,,-75.889,0.001,,1.06E+03
80Br,,35,1+,EC,8.30,0,2.003,unstable,EQUAL,17.68,0.02,0.02,M,,,-75.889,0.001,,1.06E+03
80Br,M,35,5-,IT,100.00,0.0858,0.086,unstable,EQUAL,4.4205,0.0008,0.0008,H,,,-75.8032,0.001,,1.59E+04
81Br,,35,3/2-,,,0,0,stable,,,,,,49.31,0.07,-77.975,0.001,,0.00E+00
82Br,,35,5-,B-,100.00,0,3.093,unstable,EQUAL,35.282,7e-15,7e-15,H,,,-77.497,0.001,,1.27E+05
82Br,M,35,2-,IT,97.60,0.0459,0.046,unstable,EQUAL,6.13,0.05,0.05,M,,,-77.4511,0.001,,3.68E+02
82Br,M,35,2-,B-,2.40,0.0459,3.139,unstable,EQUAL,6.13,0.05,0.05,M,,,-77.4511,0.001,,3.68E+02
83Br,,35,3/2-,B-,100.00,0,0.973,unstable,EQUAL,2.40,0.2,0.2,H,,,-79.006,0.005,,8.64E+03
84Br,,35,2-,B-,100.00,0,4.632,unstable,EQUAL,31.76,0.08,0.08,M,,,-77.789,0.03,,1.91E+03
84Br,M,35,(6)-,B-,100.00,0.32,4.952,unstable,EQUAL,6.0,2,2,M,,,-77.469,0.03,,3.60E+02
85Br,,35,3/2-,B-,100.00,0,2.87,unstable,EQUAL,2.90,0.6,0.6,M,,,-78.575,0.003,,1.74E+02
86Br,,35,(1-),B-,100.00,0,7.626,unstable,EQUAL,55.1,0.4,0.4,S,,,-75.632,0.003,,5.51E+01
87Br,,35,3/2-,B-,100.00,0,6.852,unstable,EQUAL,55.65,0.13,0.13,S,,,-73.891,0.003,,5.57E+01
87Br,,35,3/2-,BN,2.60,0,1.337,unstable,EQUAL,55.65,0.13,0.13,S,,,-73.891,0.003,,5.57E+01
88Br,,35,(2-),B-,100.00,0,8.96,unstable,EQUAL,16.29,6e-15,6e-15,S,,,-70.715,0.003,,1.63E+01
88Br,,35,(2-),BN,6.58,0,1.906,unstable,EQUAL,16.29,6e-15,6e-15,S,,,-70.715,0.003,,1.63E+01
88Br,M,35,(4-,5-),IT,100.00,0.2701,0.27,unstable,EQUAL,5.3,0.4,0.4,US,,,-70.4449,0.003,,5.30E-06
89Br,,35,(3/2-,5/2-,B-,100.00,0,8.155,unstable,EQUAL,4.40,0.3,0.3,S,,,-68.274,0.003,,4.40E+00
89Br,,35,(3/2-,5/2-,BN,13.80,0,3.049,unstable,EQUAL,4.40,0.3,0.3,S,,,-68.274,0.003,,4.40E+00
90Br,,35,,B-,100.00,0,10.35,unstable,EQUAL,1.91,1e-16,1e-16,S,,,-64,0.003,,1.91E+00
90Br,,35,,BN,25.20,0,4.035,unstable,EQUAL,1.91,1e-16,1e-16,S,,,-64,0.003,,1.91E+00
91Br,,35,,B-,100.00,0,9.802,unstable,EQUAL,0.541,0.005,0.005,S,,,-61.107,0.003,,5.41E-01
91Br,,35,,BN,20.00,0,5.39,unstable,EQUAL,0.541,0.005,0.005,S,,,-61.107,0.003,,5.41E-01
92Br,,35,(2-),B-,100.00,0,12.205,unstable,EQUAL,0.343,1.5e-16,1.5e-16,S,,,-56.232,0.006,,3.43E-01
92Br,,35,(2-),BN,33.10,0,6.659,unstable,EQUAL,0.343,1.5e-16,1.5e-16,S,,,-56.232,0.006,,3.43E-01
92Br,M,35,,IT,,0,0,unstable,LT,500,5,5,NS,,,-56.232,0.006,,5.00E-07
93Br,,35,(5/2-),B-,100.00,0,10.969,unstable,EQUAL,102,10,10,MS,,,-52.853,0.196,S,1.02E-01
93Br,,35,(5/2-),BN,68.00,0,7.665,unstable,EQUAL,102,10,10,MS,,,-52.853,0.196,S,1.02E-01
94Br,,35,,B-,100.00,0,13.339,unstable,EQUAL,70,20,20,MS,,,-47.599,0.401,S,7.00E-02
94Br,,35,,BN,68.00,0,8.142,unstable,EQUAL,70,20,20,MS,,,-47.599,0.401,S,7.00E-02
95Br,,35,,B-,100.00,0,12.137,unstable,GE,150,,,NS,,,-43.901,0.503,S,1.50E-07
95Br,,35,,BN,34.00,0,9.171,unstable,GE,150,,,NS,,,-43.901,0.503,S,1.50E-07
96Br,,35,,B-,100.00,0,14.401,unstable,GE,150,,,NS,,,-38.35,0.596,S,1.50E-07
96Br,,35,,BN,27.60,0,9.338,unstable,GE,150,,,NS,,,-38.35,0.596,S,1.50E-07
97Br,,35,,B-,,0,13.264,unstable,GT,300,,,NS,,,-34.512,0.801,S,3.00E-07
98Br,,35,,B-,,0,0,unstable,GT,634,,,NS,,,0,0,,6.34E-07
98Br,,35,,BN,,0,0,unstable,GT,634,,,NS,,,0,0,,6.34E-07
98Br,,35,,B2N,,0,0,unstable,GT,634,,,NS,,,0,0,,6.34E-07
69Kr,,36,,EC,100.00,0,14.041,unstable,EQUAL,32,10,10,MS,,,-32.435,0.401,S,3.20E-02
70Kr,,36,0+,EC,100.00,0,9.75,unstable,EQUAL,52,17,17,MS,,,-41.56,0.38,S,5.20E-02
70Kr,,36,0+,EP,&1.30,0,7.336,unstable,EQUAL,52,17,17,MS,,,-41.56,0.38,S,5.20E-02
71Kr,,36,(5/2-),EC,100.00,0,10.14,unstable,EQUAL,100,3,3,MS,,,-46.327,0.128,,1.00E-01
71Kr,,36,(5/2-),EP,2.10,0,7.834,unstable,EQUAL,100,3,3,MS,,,-46.327,0.128,,1.00E-01
72Kr,,36,0+,EC,100.00,0,5.074,unstable,EQUAL,17.1,0.2,0.2,S,,,-53.94,0.008,,1.71E+01
72Kr,,36,0+,EP,<1.0E-6,0,1.886,unstable,EQUAL,17.1,0.2,0.2,S,,,-53.94,0.008,,1.71E+01
73Kr,,36,3/2-,EC,100.00,0,7.077,unstable,EQUAL,27.3,1,1,S,,,-56.551,0.006,,2.73E+01
73Kr,,36,3/2-,EP,0.25,0,4.054,unstable,EQUAL,27.3,1,1,S,,,-56.551,0.006,,2.73E+01
73Kr,M,36,(9/2+),IT,100.00,0.4337,0.434,unstable,EQUAL,107,10,10,NS,,,-56.1173,0.006,,1.07E-07
74Kr,,36,0+,EC,100.00,0,2.975,unstable,EQUAL,11.50,1.1,1.1,M,,,-62.331,0.002,,6.90E+02
75Kr,,36,5/2+,EC,100.00,0,4.815,unstable,EQUAL,4.29,0.17,0.17,M,,,-64.323,0.008,,2.57E+02
76Kr,,36,0+,EC,100.00,0,1.275,unstable,EQUAL,14.8,0.1,0.1,H,,,-69.014,0.004,,5.33E+04
77Kr,,36,5/2+,EC,100.00,0,3.065,unstable,EQUAL,74.4,0.6,0.6,M,,,-70.169,0.001,,4.46E+03
78Kr,,36,0+,2EC,,0,0,unstable,GE,1.5E+21,,,Y,0.355,0.003,-74.179,0,,4.73E+28
79Kr,,36,1/2-,EC,100.00,0,1.626,unstable,EQUAL,35.04,0.1,0.1,H,,,-74.442,0.003,,1.26E+05
79Kr,M,36,7/2+,IT,100.00,0.1298,0.13,unstable,EQUAL,50,3,3,S,,,-74.3122,0.003,,5.00E+01
80Kr,,36,0+,,,0,0,stable,,,,,,2.286,0.01,-77.892,0,,0.00E+00
81Kr,,36,7/2+,EC,100.00,0,0.281,unstable,EQUAL,2.29E+5,11000,11000,Y,,,-77.694,0.001,,7.23E+12
81Kr,M,36,1/2-,IT,100.00,0.1906,0.191,unstable,EQUAL,13.10,0.3,0.3,S,,,-77.5034,0.001,,1.31E+01
81Kr,M,36,1/2-,EC,2.5E-3,0.1906,0.472,unstable,EQUAL,13.10,0.3,0.3,S,,,-77.5034,0.001,,1.31E+01
82Kr,,36,0+,,,0,0,stable,,,,,,11.593,3.1e-14,-80.59,0,,0.00E+00
83Kr,,36,9/2+,,,0,0,stable,,,,,,11.5,1.9,-79.99,0,,0.00E+00
83Kr,M,36,1/2-,IT,100.00,0.0416,0.042,unstable,EQUAL,1.85,0.03,0.03,H,,,-79.9484,0,,6.66E+03
84Kr,,36,0+,,,0,0,stable,,,,,,56.987,0.015,-82.4393,0,,0.00E+00
84Kr,M,36,8+,IT,100.00,3.2361,3.236,unstable,EQUAL,1.83,0.04,0.04,US,,,-79.2032,0,,1.83E-06
84Kr,M,36,12+,IT,100.00,5.3734,5.373,unstable,EQUAL,43.7,2.1,2.1,NS,,,-77.0659,0,,4.37E-08
85Kr,,36,9/2+,B-,100.00,0,0.687,unstable,EQUAL,10.752,0.025,0.025,Y,,,-81.48,0.002,,3.39E+08
85Kr,M,36,1/2-,B-,78.60,0.305,0.992,unstable,EQUAL,4.480,8e-16,8e-16,H,,,-81.175,0.002,,1.61E+04
85Kr,M,36,1/2-,IT,21.40,0.305,0.305,unstable,EQUAL,4.480,8e-16,8e-16,H,,,-81.175,0.002,,1.61E+04
86Kr,,36,0+,,,0,0,stable,,,,,,17.279,0.041,-83.2657,0,,0.00E+00
87Kr,,36,5/2+,B-,100.00,0,3.888,unstable,EQUAL,76.3,0.5,0.5,M,,,-80.709,0,,4.58E+03
88Kr,,36,0+,B-,100.00,0,2.917,unstable,EQUAL,2.84,0.03,0.03,H,,,-79.691,0.002,,1.02E+04
89Kr,,36,3/2(+),B-,100.00,0,4.986,unstable,EQUAL,3.15,0.04,0.04,M,,,-76.535,0.002,,1.89E+02
90Kr,,36,0+,B-,100.00,0,4.392,unstable,EQUAL,32.32,0.09,0.09,S,,,-74.959,0.001,,3.23E+01
91Kr,,36,5/2(+),B-,100.00,0,6.435,unstable,EQUAL,8.57,0.04,0.04,S,,,-70.973,0.002,,8.57E+00
92Kr,,36,0+,B-,100.00,0,5.987,unstable,EQUAL,1.840,8e-16,8e-16,S,,,-68.769,0.002,,1.84E+00
92Kr,,36,0+,BN,0.03,0,0.889,unstable,EQUAL,1.840,8e-16,8e-16,S,,,-68.769,0.002,,1.84E+00
93Kr,,36,1/2+,B-,100.00,0,8.6,unstable,EQUAL,1.286,0.01,0.01,S,,,-64.135,0.002,,1.29E+00
93Kr,,36,1/2+,BN,1.95,0,2.683,unstable,EQUAL,1.286,0.01,0.01,S,,,-64.135,0.002,,1.29E+00
94Kr,,36,0+,B-,100.00,0,7.41,unstable,EQUAL,212,5,5,MS,,,-61.347,0.012,,2.12E-01
94Kr,,36,0+,BN,1.11,0,3.403,unstable,EQUAL,212,5,5,MS,,,-61.347,0.012,,2.12E-01
95Kr,,36,1/2(+),B-,100.00,0,9.815,unstable,EQUAL,0.114,3e-17,3e-17,S,,,-56.158,0.018,,1.14E-01
95Kr,,36,1/2(+),BN,2.87,0,4.443,unstable,EQUAL,0.114,3e-17,3e-17,S,,,-56.158,0.018,,1.14E-01
95Kr,M,36,(7/2+),IT,100.00,0.1955,0.196,unstable,EQUAL,1.4,0.2,0.2,US,,,-55.9625,0.018,,1.40E-06
96Kr,,36,0+,B-,100.00,0,8.195,unstable,EQUAL,80,6,6,MS,,,-53.079,0.02,,8.00E-02
96Kr,,36,0+,BN,3.70,0,4.753,unstable,EQUAL,80,6,6,MS,,,-53.079,0.02,,8.00E-02
97Kr,,36,(3/2+),B-,100.00,0,10.44,unstable,EQUAL,63,4,4,MS,,,-47.423,0.13,,6.30E-02
97Kr,,36,(3/2+),BN,6.70,0,5.237,unstable,EQUAL,63,4,4,MS,,,-47.423,0.13,,6.30E-02
98Kr,,36,0+,B-,100.00,0,9.426,unstable,EQUAL,46,8,8,MS,,,-44.46,0.503,S,4.60E-02
98Kr,,36,0+,BN,7.00,0,5.489,unstable,EQUAL,46,8,8,MS,,,-44.46,0.503,S,4.60E-02
99Kr,,36,,B-,100.00,0,11.384,unstable,EQUAL,13,34,6,MS,,,-38.759,0.503,S,1.30E-02
99Kr,,36,,BN,11.00,0,6.655,unstable,EQUAL,13,34,6,MS,,,-38.759,0.503,S,1.30E-02
100Kr,,36,0+,B-,100.00,0,10.498,unstable,EQUAL,7,11,3,MS,,,-35.164,0.503,S,7.00E-03
100Kr,,36,0+,BN,,0,6.61,unstable,EQUAL,7,11,3,MS,,,-35.164,0.503,S,7.00E-03
101Kr,,36,,B-,,0,0,unstable,GT,635,,,NS,,,0,0,,6.35E-07
101Kr,,36,,BN,,0,0,unstable,GT,635,,,NS,,,0,0,,6.35E-07
101Kr,,36,,B2N,,0,0,unstable,GT,635,,,NS,,,0,0,,6.35E-07
71Rb,,37,,P,?,,2.083,unstable,EQUAL,,,,,,,-32.304,0.503,S,0.00E+00
72Rb,,37,(3+),P,?,0,1.518,unstable,LT,1.2,,,US,,,-38.117,0.503,S,1.20E-06
73Rb,,37,,EC,?,0,10.5,unstable,LT,30,,,NS,,,-46.082,0.1,S,3.00E-08
73Rb,,37,,P,>0.00,0,0.6,unstable,LT,30,,,NS,,,-46.082,0.1,S,3.00E-08
74Rb,,37,(0+),EC,100.00,0,10.414,unstable,EQUAL,64.9,0.5,0.5,MS,,,-51.916,0.003,,6.49E-02
75Rb,,37,(3/2-),EC,100.00,0,7.102,unstable,EQUAL,19.0,12,12,S,,,-57.218,0.001,,1.90E+01
76Rb,,37,1(-),EC,100.00,0,8.534,unstable,EQUAL,36.5,0.6,0.6,S,,,-60.478,0.001,,3.65E+01
76Rb,,37,1(-),EA,3.8E-7,0,4.989,unstable,EQUAL,36.5,0.6,0.6,S,,,-60.478,0.001,,3.65E+01
77Rb,,37,3/2-,EC,100.00,0,5.345,unstable,EQUAL,3.77,0.04,0.04,M,,,-64.83,0.001,,2.26E+02
78Rb,,37,0(+),EC,100.00,0,7.243,unstable,EQUAL,17.66,0.03,0.03,M,,,-66.936,0.007,,1.06E+03
78Rb,M,37,4(-),EC,91.00,0.1112,7.354,unstable,EQUAL,5.74,0.03,0.03,M,,,-66.8248,0.007,,3.44E+02
78Rb,M,37,4(-),IT,9.00,0.1112,0.111,unstable,EQUAL,5.74,0.03,0.03,M,,,-66.8248,0.007,,3.44E+02
79Rb,,37,5/2+,EC,100.00,0,3.639,unstable,EQUAL,22.9,0.5,0.5,M,,,-70.802,0.002,,1.37E+03
80Rb,,37,1+,EC,100.00,0,5.72,unstable,EQUAL,33.4,0.7,0.7,S,,,-72.175,0.001,,3.34E+01
81Rb,,37,3/2-,EC,100.00,0,2.239,unstable,EQUAL,4.572,0.004,0.004,H,,,-75.456,0.004,,1.65E+04
81Rb,M,37,9/2+,IT,97.60,0.0863,0.086,unstable,EQUAL,30.5,0.3,0.3,M,,,-75.3697,0.004,,1.83E+03
81Rb,M,37,9/2+,EC,2.40,0.0863,2.325,unstable,EQUAL,30.5,0.3,0.3,M,,,-75.3697,0.004,,1.83E+03
82Rb,,37,1+,EC,100.00,0,4.401,unstable,EQUAL,1.2575,2e-16,2e-16,M,,,-76.187,0.003,,7.55E+01
82Rb,M,37,5-,EC,100.00,0.069,4.47,unstable,EQUAL,6.472,0.006,0.006,H,,,-76.118,0.003,,2.33E+04
82Rb,M,37,5-,IT,<0.33,0.069,0.069,unstable,EQUAL,6.472,0.006,0.006,H,,,-76.118,0.003,,2.33E+04
83Rb,,37,5/2-,EC,100.00,0,0.907,unstable,EQUAL,86.2,0.1,0.1,D,,,-79.07,0.002,,7.45E+06
84Rb,,37,2-,EC,96.10,0,0.894,unstable,EQUAL,32.82,0.07,0.07,D,,,-79.756,0.002,,2.84E+06
84Rb,,37,2-,B-,3.90,0,0.894,unstable,EQUAL,32.82,0.07,0.07,D,,,-79.756,0.002,,2.84E+06
84Rb,M,37,6-,IT,100.00,0.4636,0.464,unstable,EQUAL,20.26,4e-15,4e-15,M,,,-79.2924,0.002,,1.22E+03
85Rb,,37,5/2-,,,0,0,stable,,,,,,72.17,0.02,-82.1673,0,,0.00E+00
86Rb,,37,2-,B-,99.99,0,1.777,unstable,EQUAL,18.642,0.018,0.018,D,,,-82.747,0,,1.61E+06
86Rb,,37,2-,EC,5.2E-3,0,0.519,unstable,EQUAL,18.642,0.018,0.018,D,,,-82.747,0,,1.61E+06
86Rb,M,37,6-,IT,100.00,0.5561,0.556,unstable,EQUAL,1.017,3e-16,3e-16,M,,,-82.1909,0,,6.10E+01
86Rb,M,37,6-,B-,<0.30,0.5561,2.333,unstable,EQUAL,1.017,3e-16,3e-16,M,,,-82.1909,0,,6.10E+01
87Rb,,37,3/2-,B-,100.00,0,0.283,unstable,EQUAL,4.81E+10,0.00009,0.00009,Y,27.83,2e-15,-84.597,0,,1.52E+18
88Rb,,37,2-,B-,100.00,0,5.313,unstable,EQUAL,17.773,0.011,0.011,M,,,-82.608,0,,1.07E+03
89Rb,,37,3/2-,B-,100.00,0,4.497,unstable,EQUAL,15.15,0.12,0.12,M,,,-81.712,0.005,,9.09E+02
90Rb,,37,0-,B-,100.00,0,6.58,unstable,EQUAL,158,5,5,S,,,-79.364,0.006,,1.58E+02
90Rb,M,37,3-,B-,97.40,0.1069,6.687,unstable,EQUAL,258,4,4,S,,,-79.2571,0.006,,2.58E+02
90Rb,M,37,3-,IT,2.60,0.1069,0.107,unstable,EQUAL,258,4,4,S,,,-79.2571,0.006,,2.58E+02
91Rb,,37,3/2(-),B-,100.00,0,5.9,unstable,EQUAL,58.4,0.4,0.4,S,,,-77.746,0.008,,5.84E+01
92Rb,,37,0-,B-,100.00,0,8.096,unstable,EQUAL,4.492,0.02,0.02,S,,,-74.772,0.006,,4.49E+00
92Rb,,37,0-,BN,0.01,0,0.802,unstable,EQUAL,4.492,0.02,0.02,S,,,-74.772,0.006,,4.49E+00
93Rb,,37,5/2-,B-,100.00,0,7.467,unstable,EQUAL,5.84,0.02,0.02,S,,,-72.62,0.007,,5.84E+00
93Rb,,37,5/2-,BN,1.39,0,2.179,unstable,EQUAL,5.84,0.02,0.02,S,,,-72.62,0.007,,5.84E+00
94Rb,,37,3(-),B-,100.00,0,10.287,unstable,EQUAL,2.702,0.005,0.005,S,,,-68.561,0.003,,2.70E+00
94Rb,,37,3(-),BN,10.50,0,3.46,unstable,EQUAL,2.702,0.005,0.005,S,,,-68.561,0.003,,2.70E+00
95Rb,,37,5/2-,B-,100.00,0,9.263,unstable,EQUAL,377.7,0.8,0.8,MS,,,-65.894,0.02,,3.78E-01
95Rb,,37,5/2-,BN,8.70,0,4.915,unstable,EQUAL,377.7,0.8,0.8,MS,,,-65.894,0.02,,3.78E-01
95Rb,M,37,,IT,,0.835,0.835,unstable,LT,500,,,NS,,,-65.059,0.02,,5.00E-07
96Rb,,37,2(-),B-,100.00,0,11.714,unstable,EQUAL,203,3,3,MS,,,-61.354,0.003,,2.03E-01
96Rb,,37,2(-),BN,13.30,0,5.821,unstable,EQUAL,203,3,3,MS,,,-61.354,0.003,,2.03E-01
97Rb,,37,3/2+,B-,100.00,0,10.432,unstable,EQUAL,169.1,0.6,0.6,MS,,,-58.518,0.005,,1.69E-01
97Rb,,37,3/2+,BN,25.50,0,6.511,unstable,EQUAL,169.1,0.6,0.6,MS,,,-58.518,0.005,,1.69E-01
98Rb,,37,(0,1),B-,100.00,0,12.424,unstable,EQUAL,102,4,4,MS,,,-54.03,0.05,,1.02E-01
98Rb,,37,(0,1),BN,13.80,0,6.495,unstable,EQUAL,102,4,4,MS,,,-54.03,0.05,,1.02E-01
98Rb,,37,(0,1),B2N,0.05,0,12.424,unstable,EQUAL,102,4,4,MS,,,-54.03,0.05,,1.02E-01
98Rb,M,37,,IT,100.00,0.178,0.178,unstable,EQUAL,0.70,0.6,0.5,US,,,-53.852,0.05,,7.00E-07
98Rb,M,37,(3,4),B-,100.00,0.27,12.694,unstable,EQUAL,96,3,3,MS,,,-53.76,0.05,,9.60E-02
99Rb,,37,(5/2+),B-,100.00,0,11.307,unstable,EQUAL,54,4,4,MS,,,-51.22,0.111,,5.40E-02
99Rb,,37,(5/2+),BN,15.80,0,7.695,unstable,EQUAL,54,4,4,MS,,,-51.22,0.111,,5.40E-02
100Rb,,37,(3+,4-),B-,100.00,0,13.524,unstable,EQUAL,51,8,8,MS,,,-46.547,0.196,S,5.10E-02
100Rb,,37,(3+,4-),BN,6.00,0,7.419,unstable,EQUAL,51,8,8,MS,,,-46.547,0.196,S,5.10E-02
100Rb,,37,(3+,4-),B2N,0.16,0,13.524,unstable,EQUAL,51,8,8,MS,,,-46.547,0.196,S,5.10E-02
101Rb,,37,(3/2+),B-,100.00,0,11.81,unstable,EQUAL,32,5,5,MS,,,-42.975,0.216,S,3.20E-02
101Rb,,37,(3/2+),BN,28.00,0,8.551,unstable,EQUAL,32,5,5,MS,,,-42.975,0.216,S,3.20E-02
102Rb,,37,,B-,100.00,0,14.765,unstable,EQUAL,37,3,3,MS,,,-37.893,0.298,S,3.70E-02
102Rb,,37,,BN,18.00,0,9.024,unstable,EQUAL,37,3,3,MS,,,-37.893,0.298,S,3.70E-02
103Rb,,37,,B-,,0,0,unstable,GT,633,,,NS,,,0,0,,6.33E-07
103Rb,,37,,BN,,0,0,unstable,GT,633,,,NS,,,0,0,,6.33E-07
73Sr,,38,,EC,100.00,0,14.353,unstable,GT,25,,,MS,,,-31.95,0.401,S,2.50E-02
73Sr,,38,,EP,>0.00,0,14.953,unstable,GT,25,,,MS,,,-31.95,0.401,S,2.50E-02
74Sr,,38,0+,EC,,0,11.22,unstable,GT,1.2,,,US,,,-40.827,0.1,S,1.20E-06
75Sr,,38,(3/2-),EC,100.00,0,10.6,unstable,EQUAL,88,3,3,MS,,,-46.618,0.22,,8.80E-02
75Sr,,38,(3/2-),EP,5.20,0,8.421,unstable,EQUAL,88,3,3,MS,,,-46.618,0.22,,8.80E-02
76Sr,,38,0+,EC,100.00,0,6.236,unstable,EQUAL,7.89,7e-15,7e-15,S,,,-54.247,0.034,,7.89E+00
76Sr,,38,0+,EP,3.4E-5,0,2.791,unstable,EQUAL,7.89,7e-15,7e-15,S,,,-54.247,0.034,,7.89E+00
77Sr,,38,5/2+,EC,100.00,0,7.02,unstable,EQUAL,9.0,2,2,S,,,-57.803,0.007,,9.00E+00
77Sr,,38,5/2+,EP,<0.25,0,3.921,unstable,EQUAL,9.0,2,2,S,,,-57.803,0.007,,9.00E+00
78Sr,,38,0+,EC,100.00,0,3.762,unstable,EQUAL,160,8,8,S,,,-63.173,0.007,,1.60E+02
79Sr,,38,3/2(-),EC,100.00,0,5.327,unstable,EQUAL,2.25,0.1,0.1,M,,,-65.476,0.008,,1.35E+02
80Sr,,38,0+,EC,100.00,0,1.865,unstable,EQUAL,106.3,1.5,1.5,M,,,-70.311,0.003,,6.38E+03
81Sr,,38,1/2-,EC,100.00,0,3.927,unstable,EQUAL,22.3,0.4,0.4,M,,,-71.528,0.003,,1.34E+03
82Sr,,38,0+,EC,100.00,0,0.18,unstable,EQUAL,25.34,0.02,0.02,D,,,-76.009,0.005,,2.19E+06
83Sr,,38,7/2+,EC,100.00,0,2.279,unstable,EQUAL,32.41,3e-15,3e-15,H,,,-76.797,0.006,,1.17E+05
83Sr,M,38,1/2-,IT,100.00,0.2591,0.259,unstable,EQUAL,4.95,0.12,0.12,S,,,-76.5379,0.006,,4.95E+00
84Sr,,38,0+,,,0,0,stable,,,,,,0.56,1e-16,-80.649,0.001,,0.00E+00
85Sr,,38,9/2+,EC,100.00,0,1.065,unstable,EQUAL,64.850,0.07,0.07,D,,,-81.103,0.002,,5.60E+06
85Sr,M,38,1/2-,IT,86.60,0.2387,0.239,unstable,EQUAL,67.63,0.04,0.04,M,,,-80.8643,0.002,,4.06E+03
85Sr,M,38,1/2-,EC,13.40,0.2387,1.304,unstable,EQUAL,67.63,0.04,0.04,M,,,-80.8643,0.002,,4.06E+03
86Sr,,38,0+,,,0,0,stable,,,,,,9.86,0.01,-84.523,0.001,,0.00E+00
87Sr,,38,9/2+,,,0,0,stable,,,,,,7,1,-84.88,0.001,,0.00E+00
87Sr,M,38,1/2-,IT,99.70,0.3885,0.389,unstable,EQUAL,2.815,0.012,0.012,H,,,-84.4915,0.001,,1.01E+04
87Sr,M,38,1/2-,EC,0.30,0.3885,0.106,unstable,EQUAL,2.815,0.012,0.012,H,,,-84.4915,0.001,,1.01E+04
88Sr,,38,0+,,,0,0,stable,,,,,,82.58,0.01,-87.921,0.001,,0.00E+00
89Sr,,38,5/2+,B-,100.00,0,1.493,unstable,EQUAL,50.53,0.07,0.07,D,,,-86.208,0.001,,4.37E+06
90Sr,,38,0+,B-,100.00,0,0.546,unstable,EQUAL,28.90,0.3,0.3,Y,,,-85.949,0.002,,9.12E+08
91Sr,,38,5/2+,B-,100.00,0,2.7,unstable,EQUAL,9.63,5e-15,5e-15,H,,,-83.652,0.005,,3.47E+04
92Sr,,38,0+,B-,100.00,0,1.946,unstable,EQUAL,2.66,0.04,0.04,H,,,-82.867,0.003,,9.58E+03
93Sr,,38,5/2+,B-,100.00,0,4.139,unstable,EQUAL,7.43,0.03,0.03,M,,,-80.086,0.007,,4.46E+02
94Sr,,38,0+,B-,100.00,0,3.508,unstable,EQUAL,75.3,0.2,0.2,S,,,-78.843,0.007,,7.53E+01
95Sr,,38,1/2+,B-,100.00,0,6.09,unstable,EQUAL,23.90,1.4,1.4,S,,,-75.123,0.005,,2.39E+01
96Sr,,38,0+,B-,100.00,0,5.408,unstable,EQUAL,1.07,1e-16,1e-16,S,,,-72.932,0.008,,1.07E+00
